SPI,JP,PPU,OPT,US,NIA,BBU
UMKM yang Memiliki Potensi,> 250 Orang,Ekspor,>  50M,10 - 15 Tahun,4,PT
UMKM yang Memiliki Potensi,> 250 Orang,Campuran,>  50M,10 - 15 Tahun,4,PT
UMKM yang Memiliki Potensi,> 250 Orang,Lokal,> 5M - 10M,10 - 15 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 25M - 50M,10 - 15 Tahun,4,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Campuran,> 10M - 25M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,> 25M - 50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,> 250 Orang,Campuran,>  50M,5 - 10 Tahun,5,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,>  50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 25M - 50M,5 - 10 Tahun,> 500 Juta - 10M,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,> 25M - 50M,10 - 15 Tahun,4,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,3 - 5 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,>  50M,5 - 10 Tahun,5,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 5M - 10M,5 - 10 Tahun,> 500 Juta - 10M,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 5M - 10M,5 - 10 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,3 - 5 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,>  50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,> 500 Juta - 10M,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 10M - 25M,> 15 Tahun,> 500 Juta - 10M,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,> 250 Orang,Campuran,> 25M - 50M,3 - 5 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 25M - 50M,5 - 10 Tahun,> 500 Juta - 10M,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,> 25M - 50M,10 - 15 Tahun,4,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,> 15 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,3 - 5 Tahun,> 100 Juta - 500 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,>  50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,> 25M - 50M,5 - 10 Tahun,4,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 10M - 25M,5 - 10 Tahun,4,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,> 500 Juta - 10M,Perorangan
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,>  50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,>  50M,5 - 10 Tahun,5,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,> 25M - 50M,> 15 Tahun,4,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,> 100 Juta - 500 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,> 15 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 25M - 50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 25M - 50M,5 - 10 Tahun,4,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,> 25M - 50M,10 - 15 Tahun,4,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,>  50M,> 15 Tahun,5,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,> 25M - 50M,3 - 5 Tahun,4,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,> 25M - 50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 10M - 25M,10 - 15 Tahun,4,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,>  50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Ekspor,> 10M - 25M,10 - 15 Tahun,4,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Lokal,> 5M - 10M,10 - 15 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,> 250 Orang,Campuran,>  50M,3 - 5 Tahun,4,PT
UMKM yang Memiliki Potensi,> 250 Orang,Campuran,> 25M - 50M,3 - 5 Tahun,4,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,3 - 5 Tahun,> 500 Juta - 10M,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 25M - 50M,> 15 Tahun,> 500 Juta - 10M,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,> 25M - 50M,5 - 10 Tahun,4,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,> 25M - 50M,10 - 15 Tahun,4,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,>  50M,10 - 15 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,10 - 15 Tahun,> 100 Juta - 500 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 10M - 25M,5 - 10 Tahun,> 100 Juta - 500 Juta,PT
UMKM yang Memiliki Potensi,101 - 250 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,> 100 Juta - 500 Juta,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,> 15 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,>  50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,10 - 15 Tahun,> 100 Juta - 500 Juta,Perorangan
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,> 15 Tahun,> 100 Juta - 500 Juta,Perorangan
UMKM yang Memiliki Potensi,101 - 250 Orang,Lokal,> 25M - 50M,10 - 15 Tahun,> 500 Juta - 10M,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Campuran,> 25M - 50M,10 - 15 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Ekspor,> 25M - 50M,5 - 10 Tahun,4,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,10 - 15 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Ekspor,>  50M,5 - 10 Tahun,4,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,PT
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,51 - 100 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,101 - 250 Orang,Lokal,> 5M - 10M,5 - 10 Tahun,50 Juta - 100 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,> 100 Juta - 500 Juta,CV
UMKM yang Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Tidak/Belum Memiliki Potensi,1 - 10 Orang,Lokal,500 Juta - 5M,1 -2 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Tidak/Belum Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,1 -2 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Tidak/Belum Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Tidak/Belum Memiliki Potensi,11 - 25 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Tidak/Belum Memiliki Potensi,1 - 10 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Tidak/Belum Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,CV
UMKM yang Tidak/Belum Memiliki Potensi,1 - 10 Orang,Lokal,500 Juta - 5M,3 - 5 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Tidak/Belum Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,Perorangan
UMKM yang Tidak/Belum Memiliki Potensi,26 - 50 Orang,Lokal,500 Juta - 5M,5 - 10 Tahun,50 Juta - 100 Juta,Perorangan
